FIPS,School District Name,County Names,State,LEA,SchoolDigger Number of Stars Elementary,SchoolDigger Number of Stars High,SchoolDigger Number of Stars Middle,SchoolDigger Rank Elementary,SchoolDigger Rank High,SchoolDigger Rank Middle,SchoolDigger Rank Of Elementary,SchoolDigger Rank Of High,SchoolDigger Rank Of Middle,Number of All students,% White students,% Black students,% Asian students,% Hispanic students,% American Indian/Alaska Native students,% Hawaiian Native/Pacific Islander students,% students with Two or More Races,Total Student membership/Full-Time-Equvalent teachers,Number of Charter schools,% Students Receiving Free or DisNumbered Lunch,Number of Magnet schools,Number of Virtual schools
1912600,Gilmore City-Bradgate Community School District,Pocahontas County,Iowa,12600,,,,,,,,,,69,97.1,0,0,2.9,0,0,0,7.9,0,0,0,0
1912600,Gilmore City-Bradgate Community School District,Webster County,Iowa,12600,,,,,,,,,,69,97.1,0,0,2.9,0,0,0,7.9,0,0,0,0
2007080,Healy Public Schools Unified School District 468,Gove County,Kansas,7080,,,,,,,,,,62,80.6,0,0,19.4,0,0,0,6.95,0,0,0,0
2007080,Healy Public Schools Unified School District 468,Lane County,Kansas,7080,,,,,,,,,,62,80.6,0,0,19.4,0,0,0,6.95,0,0,0,0
2007080,Healy Public Schools Unified School District 468,Scott County,Kansas,7080,,,,,,,,,,62,80.6,0,0,19.4,0,0,0,6.95,0,0,0,0
2610230,Colfax Township School District 1F,Huron County,Michigan,10230,,,,,,,,,,21,85.7,0,0,14.3,0,0,0,15.6,0,0,0,0
2613680,Excelsior Township School District 1,Kalkaska County,Michigan,13680,,,,,,,,,,44,81.8,0,0,18.2,0,0,0,34.6,0,0,0,0
2713680,Hendricks Public School District,Lincoln County,Minnesota,13680,,,,,,,,,,132,95.5,0,0,4.5,0,0,0,16.22,0,0,0,0
2905400,Boncl R-X School District,Pike County,Missouri,5400,,,,,,,,,,68,95.6,0,0,4.4,0,0,0,7.9,0,0,0,0
2905610,Bosworth R-V School District,Carroll County,Missouri,5610,,,,,,,,,,57,98.2,0,0,1.8,0,0,0,4.2,0,0,0,0
2912840,Gilliam C-4 School District,Saline County,Missouri,12840,,,,,,,,,,39,92.3,0,0,7.7,0,0,0,7.2,0,0,0,0
2912690,Grundy County R-V School District,Grundy County,Missouri,12690,,,,,,,,,,133,94,0,0,6,0,0,0,7.05,0,0,0,0
2912690,Grundy County R-V School District,Sullivan County,Missouri,12690,,,,,,,,,,133,94,0,0,6,0,0,0,7.05,0,0,0,0
2920340,Mark Twain R-VIII School District,Taney County,Missouri,20340,,,,,,,,,,46,95.7,0,0,4.3,0,0,0,7.6,0,0,0,0
3001980,Amsterdam Elementary School District,Gallatin County,Montana,1980,,,,,,,,,,136,94.9,0,0,5.1,0,0,0,13.8,0,0,0,0
3004890,Broadview Elementary School District,Musselshell County,Montana,4890,,,,,,,,,,93,96.8,0,0,3.2,0,0,0,9.15,0,0,0,0
3004890,Broadview Elementary School District,Stillwater County,Montana,4890,,,,,,,,,,93,96.8,0,0,3.2,0,0,0,9.15,0,0,0,0
3004890,Broadview Elementary School District,Yellowstone County,Montana,4890,,,,,,,,,,93,96.8,0,0,3.2,0,0,0,9.15,0,0,0,0
3005760,Carter Elementary School District,Chouteau County,Montana,5760,,,,,,,,,,9,88.9,0,0,11.1,0,0,0,9,0,0,0,0
3008310,Davey Elementary School District,Hill County,Montana,8310,,,,,,,,,,6,83.3,0,0,16.7,0,0,0,3,0,0,0,0
3008700,Deer Park Elementary School District,Flathead County,Montana,8700,,,,,,,,,,155,98.1,0,0,1.9,0,0,0,10.75,0,0,0,0
3012210,Geraldine K-12,Chouteau County,Montana,12210,,,,,,,,,,58,94.8,0,0,5.2,0,0,0,4.566666667,0,0,0,0
3012960,Grass Range Elementary School District,Fergus County,Montana,12960,,,,,,,,,,49,98,0,0,2,0,0,0,7.6,0,0,0,0
3015390,Judith Gap High School District,Fergus County,Montana,15390,,,,,,,,,,13,92.3,0,0,7.7,0,0,0,4.8,0,0,0,0
3015390,Judith Gap High School District,Judith Basin County,Montana,15390,,,,,,,,,,13,92.3,0,0,7.7,0,0,0,4.8,0,0,0,0
3015390,Judith Gap High School District,Wheatland County,Montana,15390,,,,,,,,,,13,92.3,0,0,7.7,0,0,0,4.8,0,0,0,0
3018060,McLeod Elementary School District,Sweet Grass County,Montana,18060,,,,,,,,,,9,66.7,0,0,33.3,0,0,0,9,0,0,0,0
3028500,Wisdom Elementary School District,Beaverhead County,Montana,28500,,,,,,,,,,7,85.7,0,0,14.3,0,0,0,7,0,0,0,0
3028500,Wisdom Elementary School District,Deer Lodge County,Montana,28500,,,,,,,,,,7,85.7,0,0,14.3,0,0,0,7,0,0,0,0
3028650,Woodman Elementary School District,Missoula County,Montana,28650,,,,,,,,,,35,91.4,0,0,8.6,0,0,0,6.9,0,0,0,0
3171370,Hampton Public Schools,Hamilton County,Nebraska,71370,,,,,,,,,,165,97,0,0,3,0,0,0,10.96666667,0,0,0,0
3171370,Hampton Public Schools,York County,Nebraska,71370,,,,,,,,,,165,97,0,0,3,0,0,0,10.96666667,0,0,0,0
3176380,Sandhills Public Schools,Blaine County,Nebraska,76380,,,,,,,,,,90,95.6,0,0,4.4,0,0,0,5.7,0,0,0,0
3176380,Sandhills Public Schools,Brown County,Nebraska,76380,,,,,,,,,,90,95.6,0,0,4.4,0,0,0,5.7,0,0,0,0
3176380,Sandhills Public Schools,Custer County,Nebraska,76380,,,,,,,,,,90,95.6,0,0,4.4,0,0,0,5.7,0,0,0,0
3176380,Sandhills Public Schools,Logan County,Nebraska,76380,,,,,,,,,,90,95.6,0,0,4.4,0,0,0,5.7,0,0,0,0
3176380,Sandhills Public Schools,Loup County,Nebraska,76380,,,,,,,,,,90,95.6,0,0,4.4,0,0,0,5.7,0,0,0,0
3176380,Sandhills Public Schools,Thomas County,Nebraska,76380,,,,,,,,,,90,95.6,0,0,4.4,0,0,0,5.7,0,0,0,0
3178670,Wheeler Central Schools,Garfield County,Nebraska,78670,,,,,,,,,,112,95.5,0,0,4.5,0,0,0,6.7,0,0,0,0
3178670,Wheeler Central Schools,Greeley County,Nebraska,78670,,,,,,,,,,112,95.5,0,0,4.5,0,0,0,6.7,0,0,0,0
3178670,Wheeler Central Schools,Holt County,Nebraska,78670,,,,,,,,,,112,95.5,0,0,4.5,0,0,0,6.7,0,0,0,0
3178670,Wheeler Central Schools,Wheeler County,Nebraska,78670,,,,,,,,,,112,95.5,0,0,4.5,0,0,0,6.7,0,0,0,0
3303990,Jackson School District,Carroll County,New Hampshire,3990,,,,,,,,,,39,94.9,0,0,5.1,0,0,0,6.7,0,0,0,0
3305670,Piermont School District,Grafton County,New Hampshire,5670,,,,,,,,,,64,98.4,0,0,1.6,0,0,0,7.1,0,0,0,0
3500630,Corona Municipal Schools,Lincoln County,New Mexico,630,,,,,,,,,,65,69.2,0,0,30.8,0,0,0,4.9,0,0,0,0
3500630,Corona Municipal Schools,Socorro County,New Mexico,630,,,,,,,,,,65,69.2,0,0,30.8,0,0,0,4.9,0,0,0,0
3500630,Corona Municipal Schools,Torrance County,New Mexico,630,,,,,,,,,,65,69.2,0,0,30.8,0,0,0,4.9,0,0,0,0
3501920,Mosquero Municipal Schools,Harding County,New Mexico,1920,,,,,,,,,,39,82.1,0,0,17.9,0,0,0,5.95,0,0,0,0
3502280,Roy Municipal Schools,Harding County,New Mexico,2280,,,,,,,,,,49,32.7,0,0,67.3,0,0,0,5.55,0,0,0,0
3500001,Vaughn Municipal Schools,Guadalupe County,New Mexico,1,,,,,,,,,,68,5.9,0,0,94.1,0,0,0,8.3,0,0,0,0
3500001,Vaughn Municipal Schools,Torrance County,New Mexico,1,,,,,,,,,,68,5.9,0,0,94.1,0,0,0,8.3,0,0,0,0
3620520,New Suffolk Common School District,Suffolk County,New York,20520,,,,,,,,,,15,80,0,0,20,0,0,0,3,0,0,0,0
3625410,Sagaponack Common School District,Suffolk County,New York,25410,,,,,,,,,,9,77.8,0,0,22.2,0,0,0,4,0,0,0,0
3803090,Bowbells Public School District 14,Burke County,North Dakota,3090,,,,,,,,,,74,98.6,0,0,1.4,0,0,0,6.5,0,0,0,0
3800029,Drake Public School District 57,McHenry County,North Dakota,29,,,,,,,,,,84,97.6,0,0,2.4,0,0,0,9.6,0,0,0,0
3800029,Drake Public School District 57,McLean County,North Dakota,29,,,,,,,,,,84,97.6,0,0,2.4,0,0,0,9.6,0,0,0,0
3800029,Drake Public School District 57,Sheridan County,North Dakota,29,,,,,,,,,,84,97.6,0,0,2.4,0,0,0,9.6,0,0,0,0
3800056,Fordville-Lankin Public School District 5,Grand Forks County,North Dakota,56,,,,,,,,,,40,82.5,0,0,17.5,0,0,0,3.3,0,0,0,0
3800056,Fordville-Lankin Public School District 5,Nelson County,North Dakota,56,,,,,,,,,,40,82.5,0,0,17.5,0,0,0,3.3,0,0,0,0
3800056,Fordville-Lankin Public School District 5,Walsh County,North Dakota,56,,,,,,,,,,40,82.5,0,0,17.5,0,0,0,3.3,0,0,0,0
4016410,Keyes Public Schools,Cimarron County,Oklahoma,16410,,,,,,,,,,55,72.7,0,0,27.3,0,0,0,8.85,0,0,0,0
4016410,Keyes Public Schools,Texas County,Oklahoma,16410,,,,,,,,,,55,72.7,0,0,27.3,0,0,0,8.85,0,0,0,0
4023070,Optima Public School,Texas County,Oklahoma,23070,,,,,,,,,,59,13.6,0,0,86.4,0,0,0,13.1,0,0,0,0
4101500,Arock School District 81,Malheur County,Oregon,1500,,,,,,,,,,15,93.3,0,0,6.7,0,0,0,7.8,0,0,0,0
4106820,Jordan Valley School District 3,Malheur County,Oregon,6820,,,,,,,,,,59,94.9,0,0,5.1,0,0,0,7,0,0,0,0
4105020,South Harney School District 33,Harney County,Oregon,5020,,,,,,,,,,14,85.7,0,0,14.3,0,0,0,7,0,0,0,0
4112360,Troy School District 54,Wallowa County,Oregon,12360,,,,,,,,,,3,66.7,0,0,33.3,0,0,0,3,0,0,0,0
4836420,Ramirez Common School District,Duval County,Texas,36420,,,,,,,,,,33,0,0,0,100,0,0,0,12.1,0,0,0,0
5307530,Roosevelt School District,Klickitat County,Washington,7530,,,,,,,,,,25,20,0,0,80,0,0,0,13.2,0,0,0,0
5308370,Star School District,Franklin County,Washington,8370,,,,,,,,,,10,50,0,0,50,0,0,0,5,0,0,0,0
5308400,Starbuck School District,Columbia County,Washington,8400,,,,,,,,,,23,91.3,0,0,8.7,0,0,0,11.5,0,0,0,0
5309570,Washtucna School District,Adams County,Washington,9570,,,,,,,,,,47,89.4,0,0,10.6,0,0,0,4.1,0,0,0,0
5309570,Washtucna School District,Franklin County,Washington,9570,,,,,,,,,,47,89.4,0,0,10.6,0,0,0,4.1,0,0,0,0
5309570,Washtucna School District,Whitman County,Washington,9570,,,,,,,,,,47,89.4,0,0,10.6,0,0,0,4.1,0,0,0,0
400840,Arlington Elementary District,Maricopa County,Arizona,840,,,,,,,,,,262,30.5,0,0,69.1,0,0,0.4,21.8,0,0,0,0
401160,Bicentennial Union High School District,La Paz County,Arizona,1160,,,,,,,,,,111,34.2,0,0,64.9,0,0,0.9,10,0,0,0,0
401290,Bouse Elementary District,La Paz County,Arizona,1290,,,,,,,,,,21,76.2,0,0,9.5,0,0,14.3,7,0,0,0,0
403900,Hyder Elementary District,Yuma County,Arizona,3900,,,,,,,,,,87,13.8,0,0,85.1,0,0,1.1,11.7,0,0,0,0
406630,Pomerene Elementary District,Cochise County,Arizona,6630,,,,,,,,,,93,83.9,0,0,14,0,0,2.2,14,0,0,0,0
604860,Big Creek Elementary School District,Fresno County,California,4860,,,,,,,,,,59,79.7,0,0,18.6,0,0,1.7,14.7,0,0,0,0
605190,Bitterwater-Tully Union Elementary School District,Monterey County,California,5190,,,,,,,,,,34,64.7,0,0,32.4,0,0,2.9,17,0,0,0,0
605190,Bitterwater-Tully Union Elementary School District,San Benito County,California,5190,,,,,,,,,,34,64.7,0,0,32.4,0,0,2.9,17,0,0,0,0
605490,Bogus Elementary School District,Siskiyou County,California,5490,,,,,,,,,,13,76.9,0,0,0,0,0,23.1,13,0,0,0,0
606960,Caliente Union Elementary School District,Kern County,California,6960,,,,,,,,,,50,72,0,0,20,0,0,8,16.6,0,0,0,0
612420,Elkins Elementary School District,Tehama County,California,12420,,,,,,,,,,15,73.3,0,0,13.3,0,0,13.3,15,0,0,0,0
614040,Forks of Salmon Elementary School District,Siskiyou County,California,14040,,,,,,,,,,9,77.8,0,0,0,0,0,22.2,9,0,0,0,0
614490,French Gulch-Whiskeytown Elementary School Distric,Shasta County,California,14490,,,,,,,,,,29,58.6,0,0,10.3,0,0,31,12,0,0,0,0
617640,Hot Springs Elementary School District,Tulare County,California,17640,,,,,,,,,,18,50,0,0,33.3,0,0,16.7,18,0,0,0,0
618240,Indian Diggings Elementary School District,El Dorado County,California,18240,,,,,,,,,,19,68.4,0,0,21.1,0,0,10.5,23.7,0,0,0,0
600012,Twin Ridges Elementary School District,Nevada County,California,12,,,,,,,,,,97,69.1,0,0,13.4,0,0,17.5,13.3,0,0,0,0
620430,Laguna Joint Elementary School District,Marin County,California,20430,,,,,,,,,,13,0,0,0,46.2,0,0,53.8,7.4,0,0,0,0
620430,Laguna Joint Elementary School District,Sonoma County,California,20430,,,,,,,,,,13,0,0,0,46.2,0,0,53.8,7.4,0,0,0,0
621900,Linns Valley-Poso Flat Union School District,Kern County,California,21900,,,,,,,,,,22,90.9,0,0,4.5,0,0,4.5,7.3,0,0,0,0
621900,Linns Valley-Poso Flat Union School District,Tulare County,California,21900,,,,,,,,,,22,90.9,0,0,4.5,0,0,4.5,7.3,0,0,0,0
628830,Orick Elementary School District,Humboldt County,California,28830,,,,,,,,,,19,94.7,0,0,0,0,0,5.3,10.6,0,0,0,0
636810,Silver Fork Elementary School District,El Dorado County,California,36810,,,,,,,,,,6,66.7,0,0,16.7,0,0,16.7,3,0,0,0,0
641220,Vista del Mar Union Elementary School District,Santa Barbara County,California,41220,,,,,,,,,,75,0,0,0,38.7,0,0,61.3,12.5,0,0,0,0
803150,Creede Consolidated School District 1,Mineral County,Colorado,3150,,,,,,,,,,80,86.3,0,0,11.3,0,0,2.5,7.3,0,0,0,0
803270,Deer Trail School District 26J,Adams County,Colorado,3270,,,,,,,,,,205,69.8,0,0,28.3,0,0,2,11.4,0,0,0,0
803270,Deer Trail School District 26J,Arapahoe County,Colorado,3270,,,,,,,,,,205,69.8,0,0,28.3,0,0,2,11.4,0,0,0,0
800019,Liberty School District J-4,Kit Carson County,Colorado,19,,,,,,,,,,72,86.1,0,0,12.5,0,0,1.4,7.1,0,0,0,0
800019,Liberty School District J-4,Yuma County,Colorado,19,,,,,,,,,,72,86.1,0,0,12.5,0,0,1.4,7.1,0,0,0,0
804440,Pawnee School District RE-12,Weld County,Colorado,4440,,,,,,,,,,88,83,0,0,15.9,0,0,1.1,5.2,0,0,0,0
806930,Plainview School District RE-2,Kiowa County,Colorado,6930,,,,,,,,,,49,95.9,0,0,2,0,0,2,5.55,0,0,0,0
900030,Andover School District,Tolland County,Connecticut,30,,,,,,,,,,204,88.2,0,0,8.3,0,0,3.4,9.3,0,0,0,0
901380,Eastford School District,Windham County,Connecticut,1380,,,,,,,,,,150,86,0,0,9.3,0,0,4.7,8.8,0,0,0,0
902940,Norfolk School District,Litchfield County,Connecticut,2940,,,,,,,,,,95,91.6,0,0,3.2,0,0,5.3,316.6,0,0,0,0
903960,Scotland School District,Windham County,Connecticut,3960,,,,,,,,,,119,89.9,0,0,8.4,0,0,1.7,119,0,0,0,0
1600330,Bliss Joint School District 234,Elmore County,Idaho,330,,,,,,,,,,135,57,0,0,42.2,0,0,0.7,9.6,0,0,0,0
1600330,Bliss Joint School District 234,Gooding County,Idaho,330,,,,,,,,,,135,57,0,0,42.2,0,0,0.7,9.6,0,0,0,0
1600330,Bliss Joint School District 234,Twin Falls County,Idaho,330,,,,,,,,,,135,57,0,0,42.2,0,0,0.7,9.6,0,0,0,0
1602160,Midvale School District 433,Washington County,Idaho,2160,,,,,,,,,,120,96.7,0,0,2.5,0,0,0.8,8.15,0,0,0,0
1602400,Nezperce Joint School District 302,Clearwater County,Idaho,2400,,,,,,,,,,146,93.2,0,0,2.1,0,0,4.8,8.9,0,0,0,0
1602400,Nezperce Joint School District 302,Idaho County,Idaho,2400,,,,,,,,,,146,93.2,0,0,2.1,0,0,4.8,8.9,0,0,0,0
1602400,Nezperce Joint School District 302,Lewis County,Idaho,2400,,,,,,,,,,146,93.2,0,0,2.1,0,0,4.8,8.9,0,0,0,0
1600138,Salmon River School District 243,Adams County,Idaho,138,,,,,,,,,,116,92.2,0,0,5.2,0,0,2.6,7.95,0,0,0,0
1600138,Salmon River School District 243,Idaho County,Idaho,138,,,,,,,,,,116,92.2,0,0,5.2,0,0,2.6,7.95,0,0,0,0
1707740,Buncombe Consolidated School District 43,Johnson County,Illinois,7740,,,,,,,,,,62,88.7,0,0,0,0,0,11.3,10.1,0,0,0,0
1707740,Buncombe Consolidated School District 43,Union County,Illinois,7740,,,,,,,,,,62,88.7,0,0,0,0,0,11.3,10.1,0,0,0,0
1714410,Eswood Community Consolidated District 269,DeKalb County,Illinois,14410,,,,,,,,,,78,85.9,0,0,10.3,0,0,3.8,9.7,0,0,0,0
1714410,Eswood Community Consolidated District 269,Ogle County,Illinois,14410,,,,,,,,,,78,85.9,0,0,10.3,0,0,3.8,9.7,0,0,0,0
1720190,Irvington County Community Unit School District 11,Washington County,Illinois,20190,,,,,,,,,,57,91.2,0,0,5.3,0,0,3.5,9.5,0,0,0,0
1725260,McClellan Community Consolidated School District 1,Jefferson County,Illinois,25260,,,,,,,,,,56,98.2,0,0,0,0,0,1.8,8.6,0,0,0,0
1729700,Ohio Community Consolidated School District 17,Bureau County,Illinois,29700,,,,,,,,,,69,89.9,0,0,8.7,0,0,1.4,7.1,0,0,0,0
1729700,Ohio Community Consolidated School District 17,Lee County,Illinois,29700,,,,,,,,,,69,89.9,0,0,8.7,0,0,1.4,7.1,0,0,0,0
1735100,Rutland Community Consolidated School District 230,LaSalle County,Illinois,35100,,,,,,,,,,73,86.3,0,0,6.8,0,0,6.8,7.6,0,0,0,0
1904740,Bennett Community School District,Cedar County,Iowa,4740,,,,,,,,,,69,92.8,0,0,4.3,0,0,2.9,7.2,0,0,0,0
1904740,Bennett Community School District,Scott County,Iowa,4740,,,,,,,,,,69,92.8,0,0,4.3,0,0,2.9,7.2,0,0,0,0
1917880,Lu Verne Community School District,Hancock County,Iowa,17880,,,,,,,,,,61,77,0,0,19.7,0,0,3.3,6.8,0,0,0,0
1917880,Lu Verne Community School District,Humboldt County,Iowa,17880,,,,,,,,,,61,77,0,0,19.7,0,0,3.3,6.8,0,0,0,0
1917880,Lu Verne Community School District,Kossuth County,Iowa,17880,,,,,,,,,,61,77,0,0,19.7,0,0,3.3,6.8,0,0,0,0
2008700,Lewis Unified School District 502,Edwards County,Kansas,8700,,,,,,,,,,78,38.5,0,0,59,0,0,2.6,8.6,0,0,0,0
2000013,Triplains Unified School District 275,Logan County,Kansas,13,,,,,,,,,,64,93.8,0,0,0,0,0,6.3,5.65,0,0,0,0
2000013,Triplains Unified School District 275,Thomas County,Kansas,13,,,,,,,,,,64,93.8,0,0,0,0,0,6.3,5.65,0,0,0,0
2000013,Triplains Unified School District 275,Wallace County,Kansas,13,,,,,,,,,,64,93.8,0,0,0,0,0,6.3,5.65,0,0,0,0
2302950,Beals,Washington County,Maine,2950,,,,,,,,,,63,96.8,0,0,1.6,0,0,1.6,9.1,0,0,0,0
2314818,Eustis,Franklin County,Maine,14818,,,,,,,,,,83,90.4,0,0,2.4,0,0,7.2,9.8,0,0,0,0
2307100,Jonesport,Washington County,Maine,7100,,,,,,,,,,129,96.9,0,0,1.6,0,0,1.6,9,0,0,0,0
2307250,Lamoine Public Schools,Hancock County,Maine,7250,,,,,,,,,,122,93.4,0,0,1.6,0,0,4.9,9.8,0,0,0,0
2300009,Long Island,Cumberland County,Maine,9,,,,,,,,,,17,94.1,0,0,0,0,0,5.9,8.5,0,0,0,0
2311850,School Administrative District 08,Knox County,Maine,11850,,,,,,,,,,174,98.9,0,0,0,0,0,1.1,8.2,0,0,0,0
2312140,Sedgwick,Hancock County,Maine,12140,,,,,,,,,,104,94.2,0,0,2.9,0,0,2.9,8.2,0,0,0,0
2510230,Rowe School District,Franklin County,Massachusetts,10230,,,,,,,,,,71,88.7,0,0,5.6,0,0,5.6,8.8,0,0,0,0
2603270,Arvon Township School District,Baraga County,Michigan,3270,,,,,,,,,,13,61.5,0,0,0,0,0,38.5,7.4,0,0,0,0
2604350,Beaver Island Community School,Charlevoix County,Michigan,4350,,,,,,,,,,46,89.1,0,0,2.2,0,0,8.7,5.1,0,0,0,0
2600105,Big Jackson School District,Newaygo County,Michigan,105,,,,,,,,,,14,64.3,0,0,21.4,0,0,14.3,7,0,0,0,0
2619290,Ionia Township School District 2,Ionia County,Michigan,19290,,,,,,,,,,15,86.7,0,0,6.7,0,0,6.7,11.2,0,0,0,0
2626430,Oneida Township School District 3,Eaton County,Michigan,26430,,,,,,,,,,17,82.4,0,0,0,0,0,17.6,17.3,0,0,0,0
2629190,Powell Township Schools,Marquette County,Michigan,29190,,,,,,,,,,37,89.2,0,0,0,0,0,10.8,6.1,0,0,0,0
2600010,Sigel Township School District 3F,Huron County,Michigan,10,,,,,,,,,,12,83.3,0,0,8.3,0,0,8.3,5.1,0,0,0,0
2634620,Vanderbilt Area Schools,Charlevoix County,Michigan,34620,,,,,,,,,,82,95.1,0,0,1.2,0,0,3.7,8.7,0,0,0,0
2634620,Vanderbilt Area Schools,Cheboygan County,Michigan,34620,,,,,,,,,,82,95.1,0,0,1.2,0,0,3.7,8.7,0,0,0,0
2634620,Vanderbilt Area Schools,Otsego County,Michigan,34620,,,,,,,,,,82,95.1,0,0,1.2,0,0,3.7,8.7,0,0,0,0
2905850,Breckenridge R-I School District,Caldwell County,Missouri,5850,,,,,,,,,,64,95.3,0,0,0,0,0,4.7,3.7,0,0,0,0
2905850,Breckenridge R-I School District,Daviess County,Missouri,5850,,,,,,,,,,64,95.3,0,0,0,0,0,4.7,3.7,0,0,0,0
2905850,Breckenridge R-I School District,Livingston County,Missouri,5850,,,,,,,,,,64,95.3,0,0,0,0,0,4.7,3.7,0,0,0,0
2906090,Bucklin R-II School District,Linn County,Missouri,6090,,,,,,,,,,128,95.3,0,0,3.9,0,0,0.8,6.4,0,0,0,0
2906090,Bucklin R-II School District,Macon County,Missouri,6090,,,,,,,,,,128,95.3,0,0,3.9,0,0,0.8,6.4,0,0,0,0
2906480,Calhoun R-VIII School District,Henry County,Missouri,6480,,,,,,,,,,155,97.4,0,0,0.6,0,0,1.9,10.9,0,0,0,0
2906540,Callao C-8 School District,Macon County,Missouri,6540,,,,,,,,,,50,90,0,0,6,0,0,4,5.7,0,0,0,0
2909090,Clarksburg C-2 School District,Cooper County,Missouri,9090,,,,,,,,,,39,97.4,0,0,0,0,0,2.6,3.9,0,0,0,0
2909090,Clarksburg C-2 School District,Moniteau County,Missouri,9090,,,,,,,,,,39,97.4,0,0,0,0,0,2.6,3.9,0,0,0,0
2927330,Hardeman R-X School District,Cooper County,Missouri,27330,,,,,,,,,,69,95.7,0,0,2.9,0,0,1.4,10,0,0,0,0
2927330,Hardeman R-X School District,Saline County,Missouri,27330,,,,,,,,,,69,95.7,0,0,2.9,0,0,1.4,10,0,0,0,0
2916620,Kingston 42 School District,Caldwell County,Missouri,16620,,,,,,,,,,26,92.3,0,0,0,0,0,7.7,4.5,0,0,0,0
2915630,North Daviess R-III School District,Daviess County,Missouri,15630,,,,,,,,,,86,98.8,0,0,0,0,0,1.2,5.8,0,0,0,0
2915630,North Daviess R-III School District,Harrison County,Missouri,15630,,,,,,,,,,86,98.8,0,0,0,0,0,1.2,5.8,0,0,0,0
2927450,Orearville R-IV School District,Saline County,Missouri,27450,,,,,,,,,,76,89.5,0,0,2.6,0,0,7.9,9,0,0,0,0
2926490,Ridgeway R-V School District,Harrison County,Missouri,26490,,,,,,,,,,81,97.5,0,0,0,0,0,2.5,5.55,0,0,0,0
2911010,Skyline R-II School District,Douglas County,Missouri,11010,,,,,,,,,,99,96,0,0,0,0,0,4,9.6,0,0,0,0
3002820,Basin Elementary School District,Jefferson County,Montana,2820,,,,,,,,,,16,75,0,0,6.3,0,0,18.8,8,0,0,0,0
3005880,Cascade Elementary School District,Cascade County,Montana,5880,,,,,,,,,,189,93.7,0,0,3.7,0,0,2.6,12.4,0,0,0,0
3007500,Cottonwood Elementary School District,Gallatin County,Montana,7500,,,,,,,,,,17,70.6,0,0,23.5,0,0,5.9,8.5,0,0,0,0
3014150,Cottonwood Elementary School District,Hill County,Montana,14150,,,,,,,,,,19,94.7,0,0,0,0,0,5.3,6.3,0,0,0,0
3009670,Ekalaka Elementary School District,Carter County,Montana,9670,,,,,,,,,,79,98.7,0,0,0,0,0,1.3,8.45,0,0,0,0
3013140,Greycliff Elementary School District,Sweet Grass County,Montana,13140,,,,,,,,,,6,83.3,0,0,0,0,0,16.7,6,0,0,0,0
3015610,King Colony Elementary School District,Fergus County,Montana,15610,,,,,,,,,,9,88.9,0,0,0,0,0,11.1,9,0,0,0,0
3017700,Marion Elementary School District,Flathead County,Montana,17700,,,,,,,,,,131,92.4,0,0,2.3,0,0,5.3,11.1,0,0,0,0
3020670,Pine Creek Elementary School District,Park County,Montana,20670,,,,,,,,,,38,94.7,0,0,2.6,0,0,2.6,10.95,0,0,0,0
3021330,Potomac Elementary School District,Missoula County,Montana,21330,,,,,,,,,,92,91.3,0,0,5.4,0,0,3.3,9.65,0,0,0,0
3021540,Power High School District,Teton County,Montana,21540,,,,,,,,,,34,79.4,0,0,8.8,0,0,11.8,6.5,0,0,0,0
3022230,Reed Point Elementary School District,Stillwater County,Montana,22230,,,,,,,,,,44,97.7,0,0,0,0,0,2.3,6.25,0,0,0,0
3022230,Reed Point Elementary School District,Sweet Grass County,Montana,22230,,,,,,,,,,44,97.7,0,0,0,0,0,2.3,6.25,0,0,0,0
3022260,Reed Point High School District,Stillwater County,Montana,22260,,,,,,,,,,21,90.5,0,0,4.8,0,0,4.8,3.4,0,0,0,0
3022260,Reed Point High School District,Sweet Grass County,Montana,22260,,,,,,,,,,21,90.5,0,0,4.8,0,0,4.8,3.4,0,0,0,0
3023160,Roy K-12 Schools,Fergus County,Montana,23160,,,,,,,,,,38,97.4,0,0,0,0,0,2.6,3.9,0,0,0,0
3023370,Saco Elementary School District,Phillips County,Montana,23370,,,,,,,,,,33,97,0,0,0,0,0,3,4.8,0,0,0,0
3023370,Saco Elementary School District,Valley County,Montana,23370,,,,,,,,,,33,97,0,0,0,0,0,3,4.8,0,0,0,0
3024810,Springhill Elementary School District,Gallatin County,Montana,24810,,,,,,,,,,16,87.5,0,0,0,0,0,12.5,7.3,0,0,0,0
3026490,Trinity Elementary School District,Lewis and Clark County,Montana,26490,,,,,,,,,,17,82.4,0,0,11.8,0,0,5.9,8.5,0,0,0,0
3026640,Turner Elementary School District,Blaine County,Montana,26640,,,,,,,,,,61,98.4,0,0,0,0,0,1.6,11.1,0,0,0,0
3109120,Hayes Center Public Schools,Frontier County,Nebraska,9120,,,,,,,,,,115,75.7,0,0,22.6,0,0,1.7,6.75,0,0,0,0
3109120,Hayes Center Public Schools,Hayes County,Nebraska,9120,,,,,,,,,,115,75.7,0,0,22.6,0,0,1.7,6.75,0,0,0,0
3109120,Hayes Center Public Schools,Hitchcock County,Nebraska,9120,,,,,,,,,,115,75.7,0,0,22.6,0,0,1.7,6.75,0,0,0,0
3109120,Hayes Center Public Schools,Perkins County,Nebraska,9120,,,,,,,,,,115,75.7,0,0,22.6,0,0,1.7,6.75,0,0,0,0
